,Player,MP,Load,rTS%,Box Creation,Passer Rating,Spacing,cTOV%,ScoreVal,PlayVal,FTA/100,FT%,rORB%,rDREB%,OBPM,BPM,IA Pts/75,IA PPG,IA APG,IA RPG,allStar,1stAS_yr,yr2AS
1041,Winston Garland,2122,32.7,-0.046,4.4,6.8,102.0,0.113,-0.9,0.5,3.5,0.88,-3.1,-4.8,0.0,-0.6,14.2,11.7,5.6,3.2,0,,
1042,World B. Free,1121,34.1,-0.024,2.0,3.8,60.0,0.121,-0.3,-0.3,7.4,0.6,-0.6,-8.7,-0.2,-1.5,19.7,7.8,1.4,1.5,0,,
1043,Xavier McDaniel,2706,33.2,-0.016,1.2,3.1,72.0,0.136,-0.3,-0.8,6.6,0.69,6.6,2.1,0.4,0.6,19.7,17.3,2.2,8.3,1,1988.0,2.0
1044,Yao Ming,2382,29.8,0.051,3.8,4.2,97.0,0.131,0.5,-0.3,8.4,0.81,4.0,8.3,0.8,2.2,20.0,14.2,1.7,7.9,1,2003.0,0.0
1045,Zach Randolph,1301,29.5,0.036000000000000004,1.0,2.9,82.0,0.08800000000000001,0.5,-1.0,6.6,0.76,7.2,4.6,1.1,0.6,21.3,8.8,0.5,4.2,1,2010.0,7.0
1046,Zaza Pachulia,664,21.1,-0.064,0.7,2.7,77.0,0.128,-1.0,-1.2,7.2,0.64,5.8,4.0,-1.7,-1.9,12.4,3.5,0.2,2.8,0,,
1047,Zelmo Beaty,1918,23.8,0.009000000000000001,0.7,2.3,86.0,0.162,0.0,-0.8,6.7,0.72,2.6,7.5,-0.9,0.5,15.2,9.1,1.1,5.2,0,,
1048,Zydrunas Ilgauskas,2379,28.6,0.04,2.5,1.9,93.0,0.116,0.5,-1.0,6.8,0.76,8.3,8.9,0.8,2.1,20.1,14.5,0.9,8.6,1,2003.0,5.0
1049,A.C. Green,2240,19.3,0.061,0.5,2.6,85.0,0.114,0.7,-0.9,5.9,0.78,4.5,5.5,1.1,2.0,13.7,10.1,0.9,7.4,1,1990.0,3.0
1050,Aaron Brooks,1998,34.8,-0.023,5.5,4.3,124.0,0.095,-0.6,-0.1,4.6,0.87,-3.3,-7.7,0.2,-0.8,18.2,11.7,3.2,2.0,0,,
1051,Aaron McKie,2259,27.4,-0.008,2.2,4.8,104.0,0.113,-0.6,-0.4,4.6,0.76,-1.7,-3.0,0.1,0.9,15.2,10.6,2.4,3.6,0,,
1052,Aaron Williams,757,23.4,0.051,1.2,1.4,87.0,0.15,0.0,-1.5,6.0,0.78,1.4,1.7,-0.8,-0.1,16.4,4.8,0.2,2.2,0,,
1053,Adam Keefe,763,24.2,-0.006999999999999999,0.6,2.6,77.0,0.165,-0.9,-1.2,7.4,0.73,4.7,4.3,-1.1,-2.0,14.2,4.4,0.5,3.1,0,,
1054,Adonal Foyle,614,16.8,-0.061,0.2,2.9,59.0,0.161,-1.5,-1.2,4.5,0.49,7.5,6.5,-1.4,0.1,9.1,3.2,0.4,4.3,0,,
1056,Adrian Smith,1522,26.0,0.038,2.2,3.1,80.0,0.149,0.3,-0.3,7.3,0.81,-3.1,-7.5,-0.1,-0.8,16.1,7.7,1.7,1.3,1,1966.0,3.0
1057,Al Attles,2468,20.7,0.022,2.0,4.0,59.0,0.154,-0.3,-0.2,4.0,0.59,-2.0,-5.7,-0.4,0.4,11.1,8.7,3.8,2.5,0,,
1058,Al Bianchi,1421,27.2,-0.051,1.4,3.9,68.0,0.122,-0.6,-0.3,5.8,0.68,-4.3,-4.8,-0.6,-1.2,15.2,8.4,2.0,2.0,0,,
1059,Al Harrington,1892,25.5,-0.039,1.7,3.7,73.0,0.165,-1.1,-0.8,4.5,0.66,1.8,0.8,-1.3,-0.3,13.3,7.8,1.7,4.6,0,,
1060,Al Horford,2242,22.9,0.021,2.0,3.7,87.0,0.109,-0.1,-0.6,4.9,0.73,2.3,10.3,0.2,2.2,14.1,12.1,2.7,9.6,1,2010.0,1.0
1061,Al Jefferson,1062,26.8,-0.005,1.5,2.8,72.0,0.112,-0.5,-1.1,6.6,0.64,5.9,8.1,-0.7,0.2,17.7,7.8,0.5,4.8,0,,
1062,Al-Farouq Aminu,1477,21.1,-0.046,0.4,3.8,96.0,0.156,-1.6,-1.1,4.2,0.75,2.4,2.3,-1.9,-0.6,11.6,6.9,1.1,4.9,0,,
1063,Alan Henderson,501,27.9,-0.026,1.5,3.3,65.0,0.115,-0.6,-0.9,8.3,0.6,5.2,2.3,-0.4,1.3,17.0,7.0,0.8,3.9,0,,
1064,Albert King,2447,35.9,-0.023,2.6,4.5,84.0,0.128,-0.3,-0.2,4.3,0.78,0.6,0.3,-0.5,1.1,20.1,16.5,3.3,5.5,0,,
1065,Alec Burks,1137,29.6,-0.028,2.8,4.5,105.0,0.115,-1.0,-0.5,6.0,0.71,-1.5,-3.5,-0.1,-1.2,16.3,7.6,1.5,2.3,0,,
1067,Allan Bristow,1101,28.6,-0.016,0.7,4.0,80.0,0.146,-0.4,-0.4,6.4,0.79,4.1,-0.7,-0.4,-1.6,16.0,6.0,1.2,3.0,0,,
1068,Allan Houston,1996,33.7,0.046,4.4,4.4,127.0,0.086,0.5,-0.2,4.4,0.86,-0.04441029900332244,0.090481727574751,1.1,-0.1,21.6,14.4,2.0,2.2,1,2000.0,5.0
1069,Allen Iverson,3150,43.4,0.011,6.8,5.6,101.0,0.094,0.1,0.5,9.0,0.73,-3.2,-6.0,1.9,2.4,23.3,22.8,6.1,3.6,1,2000.0,2.0
1070,Allen Leavell,1686,33.4,-0.011,4.8,5.4,86.0,0.162,-0.7,0.2,4.2,0.83,-4.7,-6.4,-0.6,-0.8,14.3,7.9,4.4,1.7,0,,
1072,Alton Lister,1885,23.7,0.012,1.7,2.7,60.0,0.199,-0.5,-0.8,6.2,0.54,3.6,9.0,-1.0,2.4,13.6,8.5,1.3,7.1,0,,
1073,Alvin Robertson,2878,31.8,0.022,2.7,5.1,85.0,0.129,0.0,0.0,5.3,0.8,1.0,-0.7,0.8,3.9,17.3,16.1,4.8,6.1,1,1986.0,0.0
1074,Alvin Scott,1737,17.6,0.049,1.0,4.2,73.0,0.142,-0.1,-0.3,4.3,0.71,0.2,2.7,0.2,0.0,11.1,6.1,1.3,4.0,0,,
1075,Alvin Williams,1051,23.2,-0.034,2.2,6.4,111.0,0.125,-1.2,-0.1,2.7,0.85,-3.9,-7.0,-0.5,-0.2,10.3,5.4,2.8,1.6,0,,
1076,Amar'e Stoudemire,2025,34.7,0.02,2.6,2.4,81.0,0.13,0.3,-1.0,11.1,0.71,3.1,4.9,0.6,1.0,23.3,21.3,1.4,8.4,1,2005.0,1.0
1077,Amir Johnson,911,14.1,0.064,0.3,2.3,71.0,0.142,-0.9,-1.4,2.1,0.66,7.8,2.5,-0.1,1.1,10.1,3.8,0.4,4.0,0,,
1078,Anderson Varejao,760,17.6,0.006,0.7,4.0,59.0,0.108,-0.4,-0.7,8.4,0.51,6.4,10.3,-0.1,2.1,11.9,4.6,0.4,4.8,0,,
1079,Andray Blatche,1675,26.3,-0.028,1.6,3.7,83.0,0.13699999999999998,-1.0,-0.9,4.9,0.7,5.9,4.1,-0.1,1.6,15.2,7.8,1.2,5.2,0,,
1081,Andre Iguodala,3086,21.6,0.063,1.6,5.5,106.0,0.121,0.0,-0.1,5.9,0.75,-1.1,-0.7,1.3,1.8,13.1,12.1,3.2,5.6,1,2012.0,6.0
1086,Andrew Bogut,2258,24.7,0.025,2.5,6.0,68.0,0.141,-0.2,0.1,4.5,0.58,3.3,7.3,0.7,1.1,14.4,12.3,3.1,8.6,0,,
1088,Andrew DeClercq,1523,18.9,0.006,0.4,3.0,72.0,0.14800000000000002,-0.7,-1.1,5.7,0.6,6.5,4.3,-0.9,3.7,11.6,5.4,0.7,4.5,0,,
1091,Andris Biedrins,2382,17.7,0.057,1.3,2.7,63.0,0.136,-0.1,-1.0,3.4,0.52,5.9,9.4,-0.2,1.7,12.3,8.9,1.0,8.5,0,,
1093,Antawn Jamison,1556,35.0,-0.027000000000000003,1.4,3.3,65.0,0.106,-0.4,-0.8,6.7,0.61,5.1,-0.7,0.4,-1.5,21.6,19.6,2.0,7.7,1,2005.0,5.0
1094,Anthony Bowie,918,24.4,-0.08900000000000001,1.6,5.5,87.0,0.123,-1.5,-0.4,2.8,0.74,-2.2,-4.3,-1.9,-2.1,11.2,4.0,1.3,1.7,0,,
1095,Anthony Carter,1630,30.8,-0.079,3.5,6.4,72.0,0.13,-1.4,0.1,3.5,0.63,-2.2,-4.6,-1.0,-0.2,12.5,6.9,3.8,2.4,0,,
1096,Anthony Davis,2358,32.4,0.041,2.4,2.6,88.0,0.07400000000000001,1.2,-0.9,9.7,0.79,4.9,8.4,1.9,3.5,23.8,22.3,1.7,10.4,1,2014.0,0.0
1097,Anthony Johnson,885,27.8,-0.044,3.2,5.5,84.0,0.14800000000000002,-1.5,-0.4,5.2,0.7,-3.9,-6.3,-1.1,-1.7,12.5,5.7,2.4,1.6,0,,
1099,Anthony Peeler,923,33.5,-0.048,2.5,4.9,100.0,0.096,-1.0,-0.4,3.9,0.8,-1.0,-6.1,0.1,-0.2,17.9,14.0,2.8,3.4,0,,
1100,Anthony Tolliver,1362,18.6,0.044,0.3,3.3,124.0,0.097,-0.7,-1.2,4.8,0.8,2.0,2.3,0.4,-0.6,12.2,6.6,1.3,4.4,0,,
1101,Antoine Carr,695,28.0,0.013,1.4,2.9,81.0,0.1,0.3,-0.8,7.3,0.71,2.7,1.5,0.3,-0.1,18.5,5.1,0.5,2.4,0,,
1102,Antoine Walker,3268,41.3,-0.043,2.8,4.3,101.0,0.111,-0.4,-0.4,7.4,0.65,2.7,8.6,0.8,1.0,22.8,22.6,3.2,9.6,1,1998.0,0.0
1103,Antonio Daniels,614,32.9,0.009000000000000001,4.5,7.1,93.0,0.119,-0.6,0.5,5.7,0.75,-0.04441029900332244,0.090481727574751,0.5,-0.1,15.7,5.1,2.4,1.1,0,,
1104,Antonio Davis,1030,21.7,-0.022,0.3,2.1,73.0,0.152,-1.0,-1.4,9.0,0.67,6.3,6.4,-0.8,-0.3,13.2,7.8,0.6,6.5,1,2001.0,6.0
1105,Antonio McDyess,2565,34.1,-0.027000000000000003,2.5,2.5,83.0,0.117,-0.3,-0.9,7.8,0.71,0.8,3.0,-0.4,-0.7,21.2,18.1,1.3,6.9,1,2001.0,4.0
1106,Archie Clark,3039,30.1,0.032,2.6,4.0,73.0,0.125,0.7,0.1,6.5,0.74,-2.7,-7.4,1.3,1.2,18.3,17.0,4.2,2.6,1,1968.0,0.0
1107,Armen Gilliam,2120,28.3,0.011,1.5,1.6,81.0,0.106,0.7,-1.1,7.0,0.74,2.1,4.7,0.2,0.3,19.5,14.4,0.6,6.7,0,,
1109,Arron Afflalo,1234,18.9,0.004,0.8,2.7,120.0,0.1,-0.8,-1.2,3.2,0.82,-2.5,-4.6,-0.5,-1.5,12.4,5.3,0.7,1.9,0,,
1110,Art Williams,1987,27.0,-0.066,2.2,6.6,71.0,0.152,-1.0,0.4,2.9,0.71,-1.8,-1.2,-0.9,-0.4,9.6,5.7,5.8,3.0,0,,
1113,Austin Carr,3097,33.9,-0.01,2.5,4.1,81.0,0.109,0.1,-0.2,5.0,0.82,-3.1,-5.6,0.4,-0.7,20.4,18.4,2.8,3.5,1,1974.0,1.0
1115,Austin Rivers,1339,32.2,-0.059,4.2,5.6,97.0,0.093,-1.1,0.0,6.7,0.64,-2.9,-5.8,-0.5,-1.3,15.9,8.2,2.5,1.9,0,,
1116,Avery Bradley,1435,25.1,-0.07400000000000001,2.4,3.8,106.0,0.104,-1.5,-0.8,1.8,0.76,-2.8,-8.2,-1.1,-0.8,13.1,9.8,2.2,2.2,0,,
1117,Avery Johnson,742,27.9,-0.017,4.2,5.8,72.0,0.111,-1.1,0.0,3.6,0.69,-4.1,-7.5,-0.8,-1.7,12.0,4.3,3.0,1.0,0,,
1118,B.J. Armstrong,1731,32.8,-0.005,5.3,6.3,109.0,0.095,-0.1,0.7,3.2,0.87,-4.8,-5.2,0.9,0.6,16.0,8.6,3.4,1.8,1,1994.0,3.0
1119,Bailey Howell,2952,29.6,0.083,1.0,2.3,80.0,0.157,1.4,-0.6,10.3,0.75,1.9,6.2,1.3,1.6,20.7,19.9,2.3,8.0,1,1961.0,0.0
1120,Barney Cable,1642,18.9,0.018000000000000002,0.7,3.0,69.0,0.14300000000000002,0.0,-0.6,2.5,0.68,0.7,1.7,-0.4,0.1,12.4,6.8,1.0,3.5,0,,
1122,Barry Clemens,986,24.1,-0.038,1.0,2.6,77.0,0.124,-0.6,-0.7,3.6,0.76,-0.9,-1.1,-1.5,-1.8,15.2,6.2,0.6,2.0,0,,
1123,Ben Gordon,2482,38.1,-0.004,5.2,4.5,121.0,0.097,-0.2,-0.1,5.6,0.79,-3.5,-6.4,0.6,0.4,21.8,16.6,3.1,2.6,0,,
1124,Ben Poquette,1337,22.0,-0.049,0.7,3.1,88.0,0.1,-0.5,-0.7,4.8,0.78,0.9,5.7,-1.5,-0.7,13.6,6.2,0.6,4.0,0,,
1126,Beno Udrih,586,40.4,0.004,5.9,5.4,113.0,0.121,-0.6,0.0,4.6,0.78,-1.8,-7.8,0.7,-1.5,19.7,5.2,1.8,1.0,0,,
1127,Benoit Benjamin,2230,24.3,-0.038,1.6,3.3,86.0,0.16,-1.0,-0.9,5.5,0.72,-0.6,10.8,-2.0,-1.1,13.3,10.6,1.6,7.6,0,,
1128,Bernard King,2859,35.3,0.012,2.4,3.4,57.0,0.142,0.0,-0.5,9.5,0.56,2.3,2.6,-0.8,0.4,21.6,19.4,3.0,7.3,1,1982.0,3.0
1129,Bill Bradley,2413,28.7,-0.01,2.2,4.9,83.0,0.131,0.0,0.3,4.5,0.81,-2.5,-4.4,0.5,1.1,15.6,10.9,3.4,3.0,1,1973.0,4.0
1130,Bill Bridges,2362,26.2,-0.049,0.3,3.9,74.0,0.139,-0.3,-0.3,4.9,0.68,2.9,7.4,-0.3,0.6,14.2,10.5,2.5,6.5,1,1967.0,2.0
1131,Bill Hanzlik,1974,17.2,0.005,0.9,5.8,80.0,0.151,-0.7,-0.1,4.3,0.78,-1.0,-4.5,-0.6,1.3,8.9,5.7,2.1,3.2,0,,
1132,Bill Laimbeer,935,22.4,0.04,0.9,3.3,100.0,0.134,0.0,-0.7,5.5,0.81,7.0,10.9,0.4,1.1,14.3,8.5,1.1,7.4,1,1983.0,1.0
1133,Bill Robinzine,1594,29.1,-0.01,0.8,3.0,80.0,0.129,0.0,-0.7,6.1,0.74,3.9,7.3,0.0,0.1,18.3,10.0,1.2,5.6,0,,
1136,Bill Wennington,560,18.9,-0.042,0.9,3.0,90.0,0.174,-0.9,-1.0,5.1,0.75,3.7,1.1,-1.9,-1.4,10.2,2.5,0.4,2.1,0,,
1137,Bill Willoughby,549,21.1,-0.02,0.2,2.0,69.0,0.156,-0.5,-1.1,5.2,0.68,6.0,7.1,-1.0,-2.3,13.4,4.9,0.3,3.9,0,,
1138,Billy Cunningham,2168,36.1,0.02,1.9,3.5,70.0,0.12,0.9,-0.2,10.1,0.69,1.3,-1.2,1.7,1.7,23.0,15.3,2.4,4.3,1,1969.0,2.0
1139,Billy McKinney,1333,29.5,-0.029,4.1,5.9,82.0,0.105,-0.8,0.2,4.6,0.81,-5.1,-7.8,-1.0,-1.6,14.2,6.5,2.9,1.1,0,,
1140,Billy Owens,1201,33.7,-0.002,2.7,4.8,71.0,0.128,-0.5,-0.4,7.3,0.64,3.6,0.9,0.8,1.1,18.8,15.4,3.4,6.6,0,,
1142,Bimbo Coles,1976,32.9,0.003,4.7,5.8,94.0,0.128,-0.7,0.1,6.5,0.82,-2.8,-6.5,0.1,-1.1,15.5,9.6,4.1,2.2,0,,
1143,Bingo Smith,2332,32.5,-0.017,1.9,4.6,76.0,0.116,-0.4,-0.2,4.4,0.76,-0.5,-1.6,0.2,-2.0,17.9,13.0,2.9,4.1,0,,
1145,Blue Edwards,1611,23.2,0.025,2.1,3.4,81.0,0.142,-0.3,-0.7,3.7,0.7,-2.5,-3.2,-0.4,0.8,13.8,9.2,1.6,3.2,0,,
1147,Bob Boozer,2488,22.9,0.013,0.8,2.7,77.0,0.154,0.4,-0.5,5.8,0.71,1.8,3.3,0.0,0.5,14.7,11.1,1.5,5.5,1,1968.0,6.0
1148,Bob Dandridge,2862,28.5,0.045,1.8,4.1,71.0,0.119,1.2,0.0,5.6,0.7,0.5,-2.2,2.3,3.6,18.4,16.0,3.1,5.9,1,1973.0,2.0
1149,Bob Ferry,1657,28.4,0.031,1.6,3.1,89.0,0.145,0.5,-0.4,5.8,0.74,-0.3,3.7,-0.1,-0.5,18.1,9.5,1.5,3.5,0,,
1150,Bob Gross,2232,25.3,0.069,1.2,4.6,87.0,0.14,0.7,0.1,4.3,0.85,1.7,-3.6,1.2,1.9,15.5,10.9,2.8,4.2,0,,
1151,Bob Hansen,646,27.1,-0.035,2.9,5.1,58.0,0.129,-1.2,-0.3,5.1,0.56,-3.3,-5.6,-2.0,-1.9,14.1,4.4,1.2,1.2,0,,
1152,Bob Lanier,3092,36.0,0.034,2.3,3.2,92.0,0.129,1.2,-0.3,6.9,0.77,3.5,11.9,1.1,1.1,23.9,21.7,2.6,10.5,1,1972.0,0.0
1153,Bob Love,1068,25.8,-0.039,1.3,3.1,72.0,0.128,-0.3,-0.5,4.4,0.68,-0.4,-2.6,-0.8,-1.9,15.2,5.6,0.8,1.8,1,1971.0,3.0
1155,Bob Sura,2269,35.4,-0.017,5.0,6.9,92.0,0.13,-0.9,0.4,8.1,0.61,-1.9,-0.3,0.3,2.3,14.9,10.2,5.1,4.0,0,,
1156,Bob Weiss,2544,28.1,-0.023,3.4,5.5,84.0,0.14400000000000002,-0.6,0.4,4.1,0.84,-3.5,-6.9,-0.7,-0.7,12.7,9.5,5.0,2.0,0,,
1157,Bobby Jackson,941,36.6,-0.05,3.9,5.9,101.0,0.115,-1.2,0.1,4.4,0.77,-1.3,-2.1,0.1,-1.0,16.0,7.5,3.5,2.6,0,,
1158,Bobby Phills,2500,28.2,-0.066,2.2,4.5,95.0,0.092,-0.9,-0.4,5.3,0.78,-1.9,-4.7,-0.4,0.5,15.2,12.0,2.4,3.6,0,,
1159,Bonzi Wells,1995,34.3,0.053,3.4,4.1,86.0,0.134,0.5,-0.4,6.5,0.66,1.8,-0.1,1.8,2.9,20.5,13.2,2.8,4.6,0,,
1160,Boris Diaw,1201,24.7,-0.05,1.8,6.7,89.0,0.154,-1.6,-0.3,3.4,0.74,-0.7,-2.5,-1.2,-1.5,10.7,4.8,2.3,2.4,0,,
1161,Brad Daugherty,2957,32.5,0.025,3.6,5.3,86.0,0.139,0.2,0.0,8.8,0.72,-0.4,6.5,0.6,2.0,18.9,18.4,3.8,8.4,1,1988.0,0.0
1162,Brad Davis,2614,29.1,0.031,4.4,7.2,93.0,0.103,-0.1,0.8,4.3,0.8,-0.04441029900332244,0.090481727574751,0.9,0.4,14.3,11.9,5.8,2.7,0,,
1163,Brad Lohaus,738,25.8,-0.07400000000000001,1.6,3.6,83.0,0.124,-0.9,-0.7,3.0,0.76,1.1,2.4,-1.3,-1.5,15.3,6.2,0.8,3.2,0,,
1164,Brad Miller,961,25.8,0.035,1.2,3.0,94.0,0.101,0.2,-0.9,10.4,0.79,7.7,6.4,0.5,0.5,17.9,7.8,0.8,5.0,1,2003.0,3.0
1165,Bradley Beal,2530,34.7,-0.034,4.1,4.8,118.0,0.075,-0.3,-0.1,3.8,0.79,-2.7,-4.7,0.7,0.6,19.6,18.1,3.5,3.8,1,2018.0,4.0
1168,Brandon Jennings,2169,39.2,-0.048,6.2,5.4,113.0,0.092,-1.0,0.1,6.1,0.81,-3.1,-4.1,-0.1,0.3,19.3,17.2,5.2,3.9,0,,
1169,Brandon Knight,2365,35.6,-0.024,4.7,5.6,117.0,0.129,-0.9,0.0,5.0,0.73,-2.7,-5.1,0.3,-1.5,17.4,14.3,4.3,3.3,0,,
1170,Brandon Rush,2491,18.7,-0.021,1.5,2.4,103.0,0.096,-0.8,-1.1,1.8,0.63,-3.5,-1.2,-0.8,-0.8,11.8,9.2,1.4,4.0,0,,
1171,Brendan Haywood,1930,15.4,0.042,0.8,1.8,76.0,0.117,0.2,-1.2,6.9,0.63,6.0,-1.3,-0.4,0.2,11.2,6.5,0.4,4.8,0,,
1172,Brent Barry,1094,33.2,-0.01,4.3,7.0,113.0,0.111,-0.9,0.3,4.5,0.82,-3.1,-4.9,0.4,0.1,16.4,7.5,2.5,1.8,0,,
1174,Brian Grant,2398,28.9,0.018000000000000002,1.9,2.7,85.0,0.138,-0.1,-0.9,7.7,0.73,2.3,4.0,-0.2,0.1,18.4,14.1,1.5,6.7,0,,
1175,Brian Scalabrine,928,20.6,-0.034,0.9,5.1,112.0,0.117,-1.1,-0.6,4.0,0.83,-0.3,2.3,-1.0,-0.7,11.2,3.7,1.0,2.4,0,,
1177,Brian Skinner,584,21.9,-0.09,0.6,3.0,59.0,0.132,-1.4,-1.2,5.4,0.54,5.5,7.1,-1.4,-2.3,11.8,4.3,0.5,4.1,0,,
1178,Brian Winters,2795,35.5,-0.008,3.5,5.2,82.0,0.112,0.1,0.4,3.6,0.83,-3.6,-7.3,0.7,0.1,19.8,17.9,4.6,2.8,1,1976.0,0.0
1179,Brook Lopez,3027,31.0,0.027000000000000003,2.7,4.1,98.0,0.113,0.1,-0.5,8.8,0.82,4.6,2.8,0.5,0.6,20.6,19.4,2.4,8.7,1,2013.0,3.0
1180,Bryant Stith,2853,22.9,0.002,1.6,4.4,84.0,0.101,-0.3,-0.5,6.1,0.83,-1.6,-4.9,0.0,0.7,13.9,12.3,2.2,4.0,0,,
1181,Bryon Russell,860,21.5,-0.036000000000000004,0.8,2.9,94.0,0.116,-0.6,-1.0,5.6,0.67,0.4,-0.3,-1.0,0.5,13.0,4.5,0.5,2.2,0,,
1182,Buck Johnson,879,24.1,0.021,0.8,3.2,77.0,0.12,-0.4,-0.9,4.9,0.74,2.6,-2.7,-0.4,-0.7,15.5,5.1,0.6,2.3,0,,
1183,Bucky Bockhorn,2103,25.8,-0.022,1.6,4.6,74.0,0.14400000000000002,-0.6,-0.1,3.6,0.75,-2.9,-2.8,-0.5,-1.3,13.2,9.6,3.5,2.9,0,,
1184,Butch Beard,2434,32.4,0.02,3.2,5.3,76.0,0.151,-0.3,0.2,6.2,0.76,-3.2,-5.1,0.2,-0.9,15.4,12.9,5.6,3.0,1,1972.0,0.0
1185,Byron Scott,2305,31.5,0.044,3.9,4.4,104.0,0.08900000000000001,1.0,0.1,4.6,0.82,-3.5,-6.5,1.8,2.0,20.0,14.9,2.6,2.5,0,,
1186,C.J. Miles,1623,25.3,0.002,2.1,5.6,122.0,0.079,-0.1,-0.1,2.8,0.88,-2.0,-5.7,0.8,0.7,15.9,9.2,1.6,2.3,0,,
1187,C.J. Watson,1788,23.3,0.012,3.3,4.4,107.0,0.077,-0.4,-0.3,4.4,0.77,-3.6,-5.8,0.0,-0.1,13.7,9.6,2.7,2.4,0,,
1188,Calbert Cheaney,2651,31.1,-0.014,2.4,4.1,114.0,0.093,-0.3,-0.5,4.1,0.81,-0.04441029900332244,0.090481727574751,0.4,-0.6,18.9,16.3,2.1,4.0,0,,
1190,Calvin Murphy,2538,36.9,0.018000000000000002,4.3,4.0,89.0,0.123,0.3,0.1,6.5,0.89,-3.8,-6.1,0.4,0.1,21.0,15.3,4.1,2.3,1,1979.0,7.0
1191,Calvin Natt,811,37.5,0.001,2.0,3.2,83.0,0.104,0.3,-0.7,8.3,0.77,2.1,3.4,0.8,0.2,19.7,19.0,1.9,8.4,1,1985.0,5.0
1192,Campy Russell,1961,35.9,0.03,2.1,2.9,79.0,0.109,1.0,-0.5,8.3,0.77,0.7,-2.4,1.3,0.6,24.6,14.8,1.3,3.7,1,1979.0,3.0
1194,Carlos Arroyo,706,32.1,-0.071,4.5,7.3,80.0,0.128,-1.4,0.4,6.7,0.77,-3.6,-7.8,-0.9,-0.6,13.5,7.0,4.3,1.5,0,,
1195,Carlos Boozer,2592,27.2,0.051,1.5,3.3,84.0,0.099,0.7,-0.7,5.8,0.77,4.1,12.5,1.7,1.8,19.0,16.3,2.0,10.8,1,2007.0,3.0
1196,Carlos Delfino,726,26.2,-0.052000000000000005,1.7,3.9,99.0,0.103,-0.9,-0.7,5.1,0.67,-1.0,-0.4,-0.7,-1.3,14.6,3.8,0.7,1.7,0,,
1197,Carmelo Anthony,2608,39.5,-0.003,3.4,5.1,106.0,0.112,0.2,-0.1,11.3,0.8,0.6,-1.8,1.5,1.5,23.9,20.6,2.6,5.3,1,2007.0,2.0
1198,Caron Butler,2030,25.1,-0.076,1.4,3.8,89.0,0.096,-0.8,-0.7,4.7,0.76,-0.5,-0.7,-0.5,-0.3,13.4,9.9,2.0,4.7,1,2007.0,3.0
1199,Cazzie Russell,2296,32.8,0.016,2.3,3.6,82.0,0.117,0.6,-0.2,6.3,0.81,-1.9,-3.3,0.7,0.3,20.9,14.4,2.3,2.8,1,1972.0,4.0
1200,Cedric Ceballos,725,38.0,0.006,2.6,2.8,78.0,0.124,0.0,-0.9,9.9,0.74,2.9,-0.1,0.2,-2.2,23.5,6.8,0.7,2.2,1,1995.0,3.0
1202,Chandler Parsons,2758,27.3,0.049,3.2,6.1,113.0,0.099,0.4,0.2,2.8,0.73,-2.0,-1.5,2.2,3.1,16.6,15.8,3.5,5.1,0,,
1203,Channing Frye,1896,25.7,-0.077,1.5,3.4,96.0,0.109,-0.7,-0.8,3.0,0.79,0.4,4.3,-1.3,-1.6,14.8,9.7,1.0,5.4,0,,
1205,Charles Davis,1161,31.4,-0.042,1.6,3.3,71.0,0.121,-1.0,-0.8,3.7,0.63,1.1,-0.8,-1.7,-2.9,18.4,7.7,0.9,2.9,0,,
1206,Charles Johnson,1051,28.4,-0.07,1.7,4.3,68.0,0.104,-0.5,-0.3,2.3,0.69,-1.6,-2.8,-0.5,-1.5,15.1,6.5,1.5,2.4,0,,
1207,Charles Jones,1565,25.8,0.023,1.6,7.0,75.0,0.16699999999999998,-0.9,0.2,8.4,0.65,4.3,5.2,-0.2,0.4,24.6,13.3,2.2,10.8,0,,
1209,Charles Smith,2732,30.8,0.052000000000000005,2.1,2.3,85.0,0.094,0.3,-1.5,10.1,0.79,-1.1,-0.9,1.0,1.6,22.2,20.1,1.3,6.5,0,,
1211,Charlie Villanueva,984,28.1,0.006,1.2,3.4,125.0,0.103,-0.2,-0.9,4.7,0.82,1.9,5.5,0.7,-0.2,18.9,11.9,0.9,5.7,0,,
1212,Charlie Ward,1763,26.7,-0.014,3.0,6.5,107.0,0.165,-1.3,-0.1,3.8,0.76,-3.0,-2.3,-0.8,1.0,9.5,5.2,4.0,2.7,0,,
1213,Chase Budinger,1738,27.8,-0.006999999999999999,2.6,5.1,120.0,0.07200000000000001,0.1,-0.1,4.0,0.86,-1.9,0.3,1.0,0.6,17.2,9.9,1.7,3.5,0,,
1214,Chet Walker,2775,25.2,0.012,0.6,2.3,72.0,0.147,0.4,-0.7,6.7,0.71,1.2,3.4,0.0,-0.6,16.7,15.3,1.6,6.3,1,1964.0,0.0
1215,Chris Andersen,1029,16.5,-0.03,0.7,3.7,68.0,0.146,-1.0,-1.0,5.3,0.59,3.9,9.0,-1.3,1.1,9.7,3.5,0.5,3.9,0,,
1216,Chris Bosh,3017,27.9,0.018000000000000002,2.5,2.8,92.0,0.115,0.2,-0.8,9.3,0.76,1.4,5.7,0.5,1.1,18.2,16.8,1.9,8.3,1,2006.0,1.0
1219,Chris Duhon,2155,27.3,0.003,4.4,6.0,118.0,0.103,-0.8,0.2,3.4,0.82,-4.0,-4.3,0.0,0.3,12.0,8.6,5.1,2.8,0,,
